microRNA	Gene1
hsa-miR-208b	AC010809.1
hsa-miR-208b	NR2F2-AS1
hsa-miR-208b	AC013652.1
hsa-miR-208b	CERNA1
hsa-miR-208b	AC025580.2
hsa-miR-208b	CPEB1-AS1
hsa-miR-208b	AC068722.1
hsa-miR-208b	AC066613.1
hsa-miR-208b	NR2F2-AS1
hsa-miR-208b	AC012404.1
hsa-miR-208b	AP001150.1
hsa-miR-208b	AC103740.1
hsa-miR-208b	AC013652.1
hsa-miR-208b	NR2F2-AS1
hsa-miR-208b	NR2F2-AS1
hsa-miR-208b	LINC00927
hsa-miR-208b	AC010531.4
hsa-miR-208b	AC092142.1
hsa-miR-208b	AC093426.1
hsa-miR-208b	AC135983.1
hsa-miR-208b	AC106799.3
hsa-miR-208b	AC011525.1
hsa-miR-208b	LINC00304
hsa-miR-208b	LCMT1-AS2
hsa-miR-208b	AL512274.1
hsa-miR-208b	AC012531.1
hsa-miR-208b	AC109347.1
hsa-miR-208b	AL360014.1
hsa-miR-208b	AC015818.2
hsa-miR-208b	AC093849.1
hsa-miR-208b	AL137782.1
hsa-miR-208b	PAN3-AS1
hsa-miR-208b	AC002101.1
hsa-miR-208b	AL359258.2
hsa-miR-208b	AC044798.2
hsa-miR-208b	LINC02177
hsa-miR-208b	AC107375.1
hsa-miR-208b	AC117382.2
hsa-miR-208b	AC025277.1
hsa-miR-208b	AC138028.4
hsa-miR-208b	LINC00304
hsa-miR-208b	LCMT1-AS2
hsa-miR-208b	AC093591.2
hsa-miR-208b	AC093536.2
hsa-miR-208b	LINC02605
hsa-miR-208b	AL355596.1
hsa-miR-208b	AC112176.1
hsa-miR-208b	NORAD
hsa-miR-208b	AC068724.1
hsa-miR-208b	Z95115.1
hsa-miR-208b	LINC02130
hsa-miR-208b	AL603832.2
hsa-miR-208b	AC005592.1
hsa-miR-208b	AC127537.1
hsa-miR-208b	LINC02011
hsa-miR-208b	AL590004.3
hsa-miR-208b	Z95115.1
hsa-miR-208b	AC008938.1
hsa-miR-208b	AC009060.1
hsa-miR-208b	AC092142.1
hsa-miR-208b	CDH13
hsa-miR-208b	AC092338.3
hsa-miR-208b	AL050341.2
hsa-miR-208b	LINC02418
hsa-miR-208b	AL031714.1
hsa-miR-208b	AL591848.4
hsa-miR-208b	LINC01193
hsa-miR-208b	AL591222.1
hsa-miR-208b	AL031714.1
hsa-miR-208b	AC083843.3
hsa-miR-208b	AC009019.1
hsa-miR-208b	AC009019.1
hsa-miR-208b	AC009019.1
hsa-miR-208b	AC006058.1
hsa-miR-208b	AC010531.4
hsa-miR-208b	AC092338.3
hsa-miR-208b	AC010547.3
hsa-miR-208b	AL512408.1
hsa-miR-208b	LINC00558
hsa-miR-208b	AC119674.1
hsa-miR-208b	LINC00559
hsa-miR-208b	AC002464.1
hsa-miR-208b	AC073429.2
hsa-miR-208b	LINC00567
hsa-miR-208b	AC010531.4
hsa-miR-208b	Z83847.1
hsa-miR-208b	AC114811.2
hsa-miR-208b	AL591848.3
hsa-miR-208b	AC007541.1
hsa-miR-208b	AL137782.1
hsa-miR-208b	AC010531.4
hsa-miR-210	LINC00461
hsa-miR-210	LINC00461
hsa-miR-210	LINC00461
hsa-miR-210	LINC00461
hsa-miR-210	LINC00461
hsa-miR-383	AP000459.2
hsa-miR-383	LINC01931
hsa-miR-383	GRIK1-AS1
hsa-miR-383	AL591379.1
hsa-miR-383	PPIEL
hsa-miR-383	LINC01123
hsa-miR-383	PKP4-AS1
hsa-miR-383	ANKRD18CP
hsa-miR-383	AC025419.1
hsa-miR-383	AL354714.1
hsa-miR-383	NBPF5P
hsa-miR-383	CYYR1-AS1
hsa-miR-383	AL161756.1
hsa-miR-383	CROCCP2
hsa-miR-383	IGBP1-AS1
hsa-miR-383	AC144450.1
hsa-miR-383	STXBP5-AS1
hsa-miR-383	LINC00222
hsa-miR-383	TRPC5OS
hsa-miR-383	LINC00951
hsa-miR-383	STRA6LP
hsa-miR-383	AL953897.1
hsa-miR-383	ST8SIA6-AS1
hsa-miR-383	AC134312.1
hsa-miR-383	AC009690.1
hsa-miR-383	C1RL-AS1
hsa-miR-383	Z99774.1
hsa-miR-383	H1FX-AS1
hsa-miR-383	AC003035.1
hsa-miR-383	WT1-AS
hsa-miR-383	AC019080.1
hsa-miR-383	LINC02347
hsa-miR-383	MEG3
hsa-miR-383	MEG3
hsa-miR-383	MEG3
hsa-miR-383	MEG3
hsa-miR-383	AC142086.1
hsa-miR-383	AP002358.1
hsa-miR-383	DGCR5
hsa-miR-383	LINC00269
hsa-miR-383	BASP1-AS1
hsa-miR-383	MIR99AHG
hsa-miR-383	CLCN6
hsa-miR-383	AC004112.1
hsa-miR-383	AL355482.1
hsa-miR-383	FAM230H
hsa-miR-383	AC117453.1
hsa-miR-383	AL391863.2
hsa-miR-383	AL772337.2
hsa-miR-383	LINC00174
hsa-miR-383	LINC01249
hsa-miR-383	AL049646.1
hsa-miR-383	AC007319.1
hsa-miR-383	MIR3681HG
hsa-miR-383	AL359918.2
hsa-miR-383	ROR1-AS1
hsa-miR-383	AC130710.1
hsa-miR-383	AC009226.1
hsa-miR-383	AL122008.3
hsa-miR-383	AL031676.1
hsa-miR-383	LINC00652
hsa-miR-383	RIN2
hsa-miR-383	GRIK1-AS1
hsa-miR-383	AC114763.2
hsa-miR-383	MIR3681HG
hsa-miR-383	GRM7-AS3
hsa-miR-383	PCA3
hsa-miR-383	LINC01734
hsa-miR-383	LINC01346
hsa-miR-383	ID2-AS1
hsa-miR-383	LINC00525
hsa-miR-383	MEG3
hsa-miR-383	BTBD9-AS1
hsa-miR-383	AC010894.3
hsa-miR-383	LINC01693
hsa-miR-383	LINC00893
hsa-miR-383	C9orf147
hsa-miR-383	AC008132.1
hsa-miR-383	AL024497.1
hsa-miR-383	CROCCP2
hsa-miR-383	AC011901.1
hsa-miR-383	AL591368.1
hsa-miR-383	LINC00894
hsa-miR-383	AL139039.3
hsa-miR-383	GRIK1-AS1
hsa-miR-383	EPB41L4A-AS1
hsa-miR-383	LINC01134
hsa-miR-383	WARS2-AS1
hsa-miR-383	AC093117.1
hsa-miR-383	PROX1-AS1
hsa-miR-383	LINC00607
hsa-miR-383	GNG12-AS1
hsa-miR-383	LINC01044
hsa-miR-383	LINC00211
hsa-miR-383	AC000099.1
hsa-miR-383	LINC00472
hsa-miR-383	SH3BP5-AS1
hsa-miR-383	AC018685.2
hsa-miR-383	LINC02020
hsa-miR-383	LINC02645
hsa-miR-383	STEAP1B
hsa-miR-383	AC114776.1
hsa-miR-383	LINC00437
hsa-miR-383	TEX41
hsa-miR-383	TEX41
hsa-miR-383	ZNF337-AS1
hsa-miR-383	LINC00398
hsa-miR-383	MTLN
hsa-miR-383	AC117453.1
hsa-miR-383	CYYR1-AS1
hsa-miR-383	MEG8
hsa-miR-383	AC067956.1
hsa-miR-383	GSN-AS1
hsa-miR-383	LINC00330
hsa-miR-383	FAM197Y3
hsa-miR-383	CASC2
hsa-miR-383	GNG12-AS1
hsa-miR-383	SLC6A1-AS1
hsa-miR-383	LRRC52-AS1
hsa-miR-383	AL138899.1
hsa-miR-383	PRKRA-AS1
hsa-miR-383	AL158835.1
hsa-miR-383	ACBD6
hsa-miR-383	AC069213.1
hsa-miR-383	AL358779.1
hsa-miR-383	AC012507.2
hsa-miR-383	CADM3-AS1
hsa-miR-383	LINC01115
hsa-miR-383	POT1-AS1
hsa-miR-383	AL355388.1
hsa-miR-383	LINC01359
hsa-miR-383	LINC02036
hsa-miR-383	LINC01661
hsa-miR-383	LINC01811
hsa-miR-383	CHRNA1
hsa-miR-383	LINC00222
hsa-miR-383	AC092155.1
hsa-miR-383	SLC16A1-AS1
hsa-miR-383	AL445524.1
hsa-miR-383	AL136368.1
hsa-miR-383	AC093157.1
hsa-miR-383	XIST
hsa-miR-383	ZNF503-AS1
hsa-miR-383	FAM230H
hsa-miR-383	GORAB-AS1
hsa-miR-383	LRRC52-AS1
hsa-miR-383	AC008132.1
hsa-miR-383	AC007463.1
hsa-miR-383	MRPS31P5
hsa-miR-383	AC007463.1
hsa-miR-383	FAM230H
hsa-miR-383	AL357558.1
hsa-miR-383	LINC00494
hsa-miR-383	LINC00222
hsa-miR-383	LINC01287
hsa-miR-383	AC069213.1
hsa-miR-383	MIATNB
hsa-miR-383	MRTFA-AS1
hsa-miR-383	AL592402.1
hsa-miR-383	AC244021.1
hsa-miR-383	AC117453.1
hsa-miR-383	GRM7-AS3
hsa-miR-383	AC012668.3
hsa-miR-383	STXBP5-AS1
hsa-miR-383	AC004941.1
hsa-miR-383	AL669831.3
hsa-miR-383	AL158837.1
hsa-miR-383	LINC01756
hsa-miR-383	EHHADH-AS1
hsa-miR-383	LINC00276
hsa-miR-383	LINC00222
hsa-miR-383	FGD5-AS1
hsa-miR-383	CR786580.1
hsa-miR-383	PPIEL
hsa-miR-383	LINC00607
hsa-miR-383	IL21-AS1
hsa-miR-383	XIST
hsa-miR-383	WARS2-AS1
hsa-miR-383	FAM197Y2
hsa-miR-383	AC233728.1
hsa-miR-383	ANXA4
hsa-miR-383	ASTN2-AS1
hsa-miR-383	LINC01776
hsa-miR-383	AC092506.1
hsa-miR-383	LINC00702
hsa-miR-383	LINC00276
hsa-miR-383	LINCMD1
hsa-miR-383	BCYRN1
hsa-miR-383	AC117453.1
hsa-miR-383	LINC00211
hsa-miR-383	AC004543.1
hsa-miR-383	MIR99AHG
hsa-miR-383	AC009226.1
hsa-miR-383	FTX
hsa-miR-383	LRRC52-AS1
hsa-miR-383	ID2-AS1
hsa-miR-383	AC093690.1
hsa-miR-383	LINC02263
hsa-miR-383	LINC01123
hsa-miR-383	AC019118.2
hsa-miR-383	LINC02658
hsa-miR-383	LINC00402
hsa-miR-383	LINC01135
hsa-miR-383	MAP3K20-AS1
hsa-miR-383	AL117378.1
hsa-miR-383	KLHL7-DT
hsa-miR-383	AF064860.2
hsa-miR-383	AC118470.1
hsa-miR-383	LINC00607
hsa-miR-383	MIR99AHG
hsa-miR-383	AC034195.1
hsa-miR-383	AC016907.2
hsa-miR-383	AC008758.2
hsa-miR-383	NFE4
hsa-miR-383	LMCD1-AS1
hsa-miR-383	AC010745.4
hsa-miR-383	SLC16A1-AS1
hsa-miR-383	AC008080.4
hsa-miR-383	PRKG1-AS1
hsa-miR-383	SH3BP5-AS1
hsa-miR-383	POU6F2-AS2
hsa-miR-383	AC009404.1
hsa-miR-383	PDCD4-AS1
hsa-miR-383	IDI2-AS1
hsa-miR-383	TEX41
hsa-miR-383	AP000550.1
hsa-miR-383	AC006158.3
hsa-miR-383	AC092484.1
hsa-miR-383	AL031584.2
hsa-miR-383	GNG12-AS1
hsa-miR-383	PRKRA-AS1
hsa-miR-383	LINC02263
hsa-miR-383	ZNF337-AS1
hsa-miR-383	ENTPD3-AS1
hsa-miR-383	LINC01676
hsa-miR-383	AC004947.1
hsa-miR-383	LINC02028
hsa-miR-383	LINC02020
hsa-miR-383	GORAB-AS1
hsa-miR-383	LINC01114
hsa-miR-383	SNAP25-AS1
hsa-miR-383	GRK5-IT1
hsa-miR-383	LINC01249
hsa-miR-383	MIATNB
hsa-miR-383	AL445231.1
hsa-miR-383	MIR646HG
hsa-miR-383	LRRC52-AS1
hsa-miR-383	ID2-AS1
hsa-miR-383	AL117378.1
hsa-miR-383	XIST
hsa-miR-383	AC018462.1
hsa-miR-383	AC012560.1
hsa-miR-383	AC021188.1
hsa-miR-383	DGCR5
hsa-miR-383	AC018467.1
hsa-miR-383	AL512770.1
hsa-miR-383	LINC00472
hsa-miR-383	ZNF337-AS1
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	HDAC2-AS2
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	LINC01361
hsa-miR-383	LINC01936
hsa-miR-383	AC244197.3
hsa-miR-383	AC016745.1
hsa-miR-383	AL135960.1
hsa-miR-383	AC012668.3
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	ACYP2
hsa-miR-383	AC090957.1
hsa-miR-383	AL133387.2
hsa-miR-383	LINC01013
hsa-miR-383	MAP3K20-AS1
hsa-miR-383	ADIPOQ-AS1
hsa-miR-383	LINC00857
hsa-miR-383	LINC01665
hsa-miR-383	TEX41
hsa-miR-383	ZNF341-AS1
hsa-miR-383	MAP3K20-AS1
hsa-miR-383	LINC01777
hsa-miR-383	GRIK1-AS1
hsa-miR-383	AL137003.1
hsa-miR-383	TRPM2-AS
hsa-miR-383	LINC02658
hsa-miR-383	LINC00458
hsa-miR-383	MEG3
hsa-miR-383	BOLA3-AS1
hsa-miR-383	LINC00607
hsa-miR-383	AL355674.1
hsa-miR-383	AL133284.1
hsa-miR-383	LINC00856
hsa-miR-383	LINC01697
hsa-miR-383	FTX
hsa-miR-383	MEG3
hsa-miR-383	AP000431.1
hsa-miR-383	LINC01114
hsa-miR-383	LINC01410
hsa-miR-383	FGD5-AS1
hsa-miR-383	MMP24OS
hsa-miR-383	AC004870.4
hsa-miR-383	GRM7-AS3
hsa-miR-383	DGCR9
hsa-miR-383	PHEX-AS1
hsa-miR-383	LINC01811
hsa-miR-383	ROR1-AS1
hsa-miR-383	LINC00494
hsa-miR-383	TSBP1-AS1
hsa-miR-383	ENTPD3-AS1
hsa-miR-383	AL365356.4
hsa-miR-383	PRR7-AS1
hsa-miR-383	LINC02525
hsa-miR-383	AL445524.1
hsa-miR-383	NGF-AS1
hsa-miR-383	TLX1NB
hsa-miR-383	LINC00894
hsa-miR-383	AL365295.1
hsa-miR-383	LINC01508
hsa-miR-383	AL450384.2
hsa-miR-383	SEMA3F-AS1
hsa-miR-383	AC019118.2
hsa-miR-383	SATB1-AS1
hsa-miR-383	LINC01114
hsa-miR-383	WARS2-AS1
hsa-miR-383	AC018462.1
hsa-miR-383	LINC01425
hsa-miR-383	RIN2
hsa-miR-383	CASC2
hsa-miR-383	AC069213.1
hsa-miR-383	AL021392.1
hsa-miR-383	HCG22
hsa-miR-383	FGD5-AS1
hsa-miR-383	LINC02263
hsa-miR-383	NAALADL2-AS1
hsa-miR-383	AL591379.1
hsa-miR-383	LINC02476
hsa-miR-383	OR14A2
hsa-miR-383	AL512422.1
hsa-miR-383	AC016027.1
hsa-miR-383	SNAP25-AS1
hsa-miR-383	Z68871.1
hsa-miR-383	LINC01697
hsa-miR-383	RF02209
hsa-miR-383	LINC00472
hsa-miR-383	FAM197Y8
hsa-miR-383	MTLN
hsa-miR-383	MIR646HG
hsa-miR-383	AP001599.1
hsa-miR-383	PRKG1-AS1
hsa-miR-383	AL731684.2
hsa-miR-383	LINC00452
hsa-miR-383	ZRANB2-AS1
hsa-miR-383	MEG8
hsa-miR-383	DNMBP-AS1
hsa-miR-383	AC244197.3
hsa-miR-383	LINC01741
hsa-miR-383	AL606534.3
hsa-miR-383	AL592435.1
hsa-miR-383	LINC00458
hsa-miR-383	EPB41L4A-AS1
hsa-miR-383	AL449043.1
hsa-miR-383	STXBP5-AS1
hsa-miR-383	LINC01222
hsa-miR-383	LINC01410
hsa-miR-383	FAM197Y3
hsa-miR-383	MIR646HG
hsa-miR-383	RFX3-AS1
hsa-miR-383	LINC00963
hsa-miR-383	ELOA-AS1
hsa-miR-383	MIR646HG
hsa-miR-383	AL365259.1
hsa-miR-383	CCDC200
hsa-miR-383	AC113331.1
hsa-miR-383	ZNF337-AS1
hsa-miR-383	AC130710.1
hsa-miR-383	AC007319.1
hsa-miR-383	SLC16A1-AS1
hsa-miR-383	AC012668.3
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	LINC01873
hsa-miR-383	LINC01876
hsa-miR-383	MIR99AHG
hsa-miR-383	MIR646HG
hsa-miR-383	IDI2-AS1
hsa-miR-383	ZMIZ1-AS1
hsa-miR-383	AL133268.3
hsa-miR-383	CDH23-AS1
hsa-miR-383	RGS5
hsa-miR-383	SRGAP2-AS1
hsa-miR-383	AC093423.2
hsa-miR-383	AC093151.2
hsa-miR-383	FTX
hsa-miR-383	POT1-AS1
hsa-miR-383	MEG3
hsa-miR-383	LY86-AS1
hsa-miR-383	MEG9
hsa-miR-383	GSTM5
hsa-miR-383	LINC00337
hsa-miR-383	XIST
hsa-miR-383	AL592435.1
hsa-miR-383	MIR3681HG
hsa-miR-383	Z68871.1
hsa-miR-383	DLX6-AS1
hsa-miR-383	LINC01425
hsa-miR-383	LINC01693
hsa-miR-383	FGD5-AS1
hsa-miR-383	LINC00299
hsa-miR-383	INKA2-AS1
hsa-miR-383	AL354977.2
hsa-miR-383	C21orf91-OT1
hsa-miR-383	DLX6-AS1
hsa-miR-383	AC019080.1
hsa-miR-383	AC004947.1
hsa-miR-383	AL139397.1
hsa-miR-383	AC096570.1
hsa-miR-383	LINC01865
hsa-miR-383	FTX
hsa-miR-383	C21orf91-OT1
hsa-miR-383	LINC00222
hsa-miR-383	HECW2-AS1
hsa-miR-383	AL450327.1
hsa-miR-383	AL133230.1
hsa-miR-383	LINC00309
hsa-miR-383	LINC00893
hsa-miR-383	AC004112.1
hsa-miR-383	LINC02476
hsa-miR-383	STXBP5-AS1
hsa-miR-383	AL357060.1
hsa-miR-383	AP001628.1
hsa-miR-383	MIR646HG
hsa-miR-383	LINC00893
hsa-miR-383	EFCAB6-AS1
hsa-miR-383	HNRNPA1P57
hsa-miR-383	HDAC2-AS2
hsa-miR-383	LINC01010
hsa-miR-383	AC239727.1
hsa-miR-383	FAM230H
hsa-miR-383	DLX6-AS1
hsa-miR-383	PPIEL
hsa-miR-383	TEX41
hsa-miR-383	AL158847.1
hsa-miR-383	AL390786.1
hsa-miR-383	AL365259.1
hsa-miR-383	CYP4F26P
hsa-miR-383	LINC02028
hsa-miR-383	LINC01981
hsa-miR-383	TNKS2-AS1
hsa-miR-383	LINC00857
hsa-miR-383	LINC01249
hsa-miR-383	RIN2
hsa-miR-383	THRB-AS1
hsa-miR-383	FAM197Y8
hsa-miR-383	AC009226.1
hsa-miR-383	AL356277.3
hsa-miR-383	FAM138B
hsa-miR-383	TEX41
hsa-miR-383	AC018467.1
hsa-miR-383	LINC00894
hsa-miR-383	LINC01827
hsa-miR-383	LINC00856
hsa-miR-383	AL031123.1
hsa-miR-383	AC006158.2
hsa-miR-383	LINC02036
hsa-miR-383	MIR646HG
hsa-miR-383	TNKS2-AS1
hsa-miR-383	AC016738.2
hsa-miR-383	PROX1-AS1
hsa-miR-383	LINC00494
hsa-miR-383	LINC01931
hsa-miR-383	TRIM52-AS1
hsa-miR-383	C13orf42
hsa-miR-383	STXBP5-AS1
hsa-miR-383	FAM197Y7
hsa-miR-383	AC004870.4
hsa-miR-383	ID2-AS1
hsa-miR-383	CYP4F26P
hsa-miR-383	LINC01159
hsa-miR-383	LINC02643
hsa-miR-383	AL691420.1
hsa-miR-383	ID2-AS1
hsa-miR-383	LINC00954
hsa-miR-383	AL139260.1
hsa-miR-383	MAP3K2-DT
hsa-miR-383	CCDC200
hsa-miR-383	XIST
hsa-miR-383	AL137793.1
hsa-miR-383	MMP24OS
hsa-miR-383	MYCNUT
hsa-miR-383	H1FX-AS1
hsa-miR-383	HECW2-AS1
hsa-miR-383	AC011899.2
hsa-miR-383	GNG12-AS1
hsa-miR-383	AL450306.1
hsa-miR-383	AL390957.1
hsa-miR-383	AL160004.1
hsa-miR-383	FAM230D
hsa-miR-383	DNMBP-AS1
hsa-miR-383	LINC00326
hsa-miR-383	IDI2-AS1
hsa-miR-383	LINC01015
hsa-miR-383	MEG8
hsa-miR-383	LINC01159
hsa-miR-383	AC012507.2
hsa-miR-383	XIST
hsa-miR-383	LINC02020
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	LINC02651
hsa-miR-383	SLC5A4-AS1
hsa-miR-383	LINC00856
hsa-miR-383	ARHGEF7-AS1
hsa-miR-383	LINC02525
hsa-miR-383	AL138957.1
hsa-miR-383	MIATNB
hsa-miR-383	OSER1-DT
hsa-miR-383	LINC01676
hsa-miR-383	AF127936.1
hsa-miR-383	AL365295.1
hsa-miR-383	MMP24OS
hsa-miR-383	AL449043.1
hsa-miR-383	POT1-AS1
hsa-miR-383	LINC00028
hsa-miR-383	AL359878.2
hsa-miR-383	LINC02020
hsa-miR-383	LINC01757
hsa-miR-383	BX322234.2
hsa-miR-383	LY86-AS1
hsa-miR-383	MIR99AHG
hsa-miR-383	SLC16A1-AS1
hsa-miR-383	FAM170B-AS1
hsa-miR-383	ZBTB46-AS1
hsa-miR-383	C1RL-AS1
hsa-miR-383	ELN-AS1
hsa-miR-383	CASC2
hsa-miR-383	LUARIS
hsa-miR-383	LINC01013
hsa-miR-383	AC011899.2
hsa-miR-383	LINC01359
hsa-miR-383	AL450384.2
hsa-miR-383	AL353803.2
hsa-miR-383	AL163953.1
hsa-miR-383	SH3BP5-AS1
hsa-miR-383	PRKRA-AS1
hsa-miR-383	LINC01106
hsa-miR-383	LINC01006
hsa-miR-383	LINC01508
hsa-miR-383	AL356277.3
hsa-miR-383	FAM230H
hsa-miR-383	SLC44A1
hsa-miR-383	FAM197Y7
hsa-miR-383	LINC00472
hsa-miR-383	AL662860.1
hsa-miR-383	LINC01865
hsa-miR-383	HDAC2-AS2
hsa-miR-383	LINC01697
hsa-miR-383	AL022310.1
hsa-miR-383	MIR646HG
hsa-miR-383	MIATNB
hsa-miR-383	AL591368.1
hsa-miR-383	SEMA3F-AS1
hsa-miR-383	AL713851.1
hsa-miR-383	DLX6-AS1
hsa-miR-383	AL359502.1
hsa-miR-383	IDI2-AS1
hsa-miR-383	SIRPG-AS1
hsa-miR-383	AL591719.2
hsa-miR-383	ANKEF1
hsa-miR-383	SRGAP2-AS1
hsa-miR-383	DLX6-AS1
hsa-miR-383	AL139383.1
hsa-miR-383	AL162727.1
hsa-miR-383	LINC00384
hsa-miR-383	OSER1-DT
hsa-miR-383	LYPD9P
hsa-miR-383	LINC00893
hsa-miR-383	SMAD9-IT1
hsa-miR-383	THRB-AS1
hsa-miR-383	Z97353.2
hsa-miR-383	AC136489.1
hsa-miR-383	LRRC52-AS1
hsa-miR-383	MIR3681HG
hsa-miR-383	AC013402.3
hsa-miR-383	AC093083.1
hsa-miR-383	SNAP25-AS1
hsa-miR-383	LINC02590
hsa-miR-383	MMP24OS
hsa-miR-383	AL713851.1
hsa-miR-383	DGCR5
hsa-miR-383	LINC00578
hsa-miR-383	AC016738.2
hsa-miR-383	ENTPD3-AS1
hsa-miR-383	CDC42SE1
hsa-miR-383	C21orf91-OT1
hsa-miR-383	LMCD1-AS1
hsa-miR-383	ZNF341-AS1
hsa-miR-383	LINC01134
hsa-miR-383	ZNF337-AS1
hsa-miR-383	MIR646HG
hsa-miR-383	CASC2
hsa-miR-383	GHRLOS
hsa-miR-383	LINC00863
hsa-miR-383	DONSON
hsa-miR-383	AL022157.1
hsa-miR-383	AL592435.1
hsa-miR-383	AL356289.1
hsa-miR-383	AC117453.1
hsa-miR-383	AC004485.1
hsa-miR-383	OSER1-DT
hsa-miR-383	AC009404.1
hsa-miR-383	AL160270.1
hsa-miR-383	AC007365.1
hsa-miR-383	LINC02645
hsa-miR-383	DGCR9
hsa-miR-383	AC008080.4
hsa-miR-383	FAM170B-AS1
hsa-miR-383	FGD5-AS1
hsa-miR-383	LINC01010
hsa-miR-383	AL360013.2
hsa-miR-383	WARS2-AS1
hsa-miR-383	ZMIZ1-AS1
hsa-miR-383	KLF3-AS1
hsa-miR-383	PDIA3P1
hsa-miR-383	AL357060.1
hsa-miR-383	AP001432.1
hsa-miR-383	AL445524.1
hsa-miR-383	AC018467.1
hsa-miR-383	MIATNB
hsa-miR-383	TPTE2P6
hsa-miR-383	AL590068.1
hsa-miR-383	PINCR
hsa-miR-383	ACBD6
hsa-miR-383	LINC01104
hsa-miR-383	AP000474.1
hsa-miR-383	LINC00472
hsa-miR-383	LINC00337
hsa-miR-383	FP700111.1
hsa-miR-383	MIR99AHG
hsa-miR-383	LMCD1-AS1
hsa-miR-383	AP006222.1
hsa-miR-383	AC244197.3
hsa-miR-383	LINC02073
hsa-miR-383	LINC02645
hsa-miR-383	LINC01526
hsa-miR-383	PRKRA-AS1
hsa-miR-383	FAM197Y6
hsa-miR-383	AL034550.1
hsa-miR-383	STEAP1B
hsa-miR-383	OSER1-DT
hsa-miR-383	LINC00380
hsa-miR-383	Z98752.1
hsa-miR-383	FAM170B-AS1
hsa-miR-383	RFTN1P1
hsa-miR-383	ENO1-AS1
hsa-miR-383	PKP4-AS1
hsa-miR-383	LINC01134
hsa-miR-383	LINC02630
hsa-miR-383	EPB41L4A-AS1
hsa-miR-383	LINC00578
hsa-miR-383	LINC00299
hsa-miR-383	WT1-AS
hsa-miR-383	AC010894.3
hsa-miR-383	AC019080.1
hsa-miR-383	AL139260.1
hsa-miR-383	ZNF341-AS1
hsa-miR-383	AC003001.1
hsa-miR-383	MEG8
hsa-miR-383	LINC01013
hsa-miR-383	AC011899.2
hsa-miR-383	FAM170B-AS1
hsa-miR-383	STXBP5
hsa-miR-383	AL441992.1
hsa-miR-383	LINC01166
hsa-miR-383	LINC01698
hsa-miR-383	LINC00345
hsa-miR-383	STXBP5-AS1
hsa-miR-383	LINC00656
hsa-miR-383	LINC02028
hsa-miR-383	AL031056.1
hsa-miR-383	AL391056.1
hsa-miR-383	LINC01637
hsa-miR-383	RBMY2EP
hsa-miR-383	AC092171.2
hsa-miR-383	AL359918.2
hsa-miR-383	AC007655.1
hsa-miR-383	LINC01359
hsa-miR-383	MIATNB
hsa-miR-383	LINC00894
hsa-miR-383	EHHADH-AS1
hsa-miR-383	AC092155.1
hsa-miR-383	LINC00299
hsa-miR-383	RNF219-AS1
hsa-miR-383	AC010745.1
hsa-miR-383	LINC00222
hsa-miR-383	AC114814.1
hsa-miR-383	AL358613.1
hsa-miR-383	LINC01035
hsa-miR-383	LINC00607
hsa-miR-383	AC009950.1
hsa-miR-383	AL139383.1
hsa-miR-383	LINC01015
hsa-miR-383	AC009404.1
hsa-miR-383	DNAJC27-AS1
hsa-miR-383	MIR99AHG
hsa-miR-383	AL445231.1
hsa-miR-383	GPC6-AS2
hsa-miR-383	WARS2-AS1
hsa-miR-383	LINC00578
hsa-miR-383	GRM7-AS3
hsa-miR-383	TEX41
hsa-miR-383	XIST
hsa-miR-383	TLX1NB
hsa-miR-383	AL031056.1
hsa-miR-383	GFOD1-AS1
hsa-miR-383	AC104457.2
hsa-miR-383	GORAB-AS1
hsa-miR-383	LMCD1-AS1
hsa-miR-383	AF127577.1
hsa-miR-383	LINC00333
hsa-miR-383	MIATNB
hsa-miR-383	AC093157.1
hsa-miR-383	UBOX5-AS1
hsa-miR-383	CLCN6
hsa-miR-383	LINC00578
hsa-miR-383	AC016738.2
hsa-miR-383	FAM138B
hsa-miR-383	AC005772.1
hsa-miR-383	LINC00211
hsa-miR-383	AC011900.1
hsa-miR-383	LINC01107
hsa-miR-383	STXBP5-AS1
hsa-miR-383	AC012507.2
hsa-miR-383	Z97353.2
hsa-miR-383	AL591806.1
hsa-miR-383	LINC01790
hsa-miR-383	LINC00893
hsa-miR-383	AL022068.1
hsa-miR-383	LINC01698
hsa-miR-383	AC019080.1
hsa-miR-383	LINC01013
hsa-miR-383	AC091806.1
hsa-miR-383	FAM230H
hsa-miR-383	LINC01359
hsa-miR-383	LY86-AS1
hsa-miR-383	ELOA-AS1
hsa-miR-383	FAM197Y2
hsa-miR-383	AL109945.1
hsa-miR-383	LINC01876
hsa-miR-383	AC000124.1
hsa-miR-383	LINC01106
hsa-miR-383	LINC00222
hsa-miR-383	LINC02263
hsa-miR-383	AL731661.2
hsa-miR-383	AL590666.2
hsa-miR-383	AL357060.1
hsa-miR-383	MIATNB
hsa-miR-383	AL031728.1
hsa-miR-383	LINC00954
hsa-miR-383	LINC00894
hsa-miR-383	AL020994.3
hsa-miR-383	GRM7-AS3
hsa-miR-383	PARAL1
